Month,Day,avg5y_pm25,avg5y_pm10,avg5y_o3,avg5y_no2,avg5y_temp,avg5y_co,avg3y_pm25,avg3y_pm10,avg3y_o3,avg3y_no2,avg3y_temp,avg3y_co,2020_pm25,2020_pm10,2020_o3,2020_no2,2020_temp,2020_co,avg5d_2017_pm25,avg5d_2017_pm10,avg5d_2017_o3,avg5d_2017_no2,avg5d_2017_temp,avg5d_2017_co,avg5d_2018_pm25,avg5d_2018_pm10,avg5d_2018_o3,avg5d_2018_no2,avg5d_2018_temp,avg5d_2018_co,avg5d_2019_pm25,avg5d_2019_pm10,avg5d_2019_o3,avg5d_2019_no2,avg5d_2019_temp,avg5d_2019_co,avg5d_2020_pm25,avg5d_2020_pm10,avg5d_2020_o3,avg5d_2020_no2,avg5d_2020_temp,avg5d_2020_co,avg3y_avg5d_pm25,avg3y_avg5d_pm10,avg3y_avg5d_o3,avg3y_avg5d_no2,avg3y_avg5d_temp,avg3y_avg5d_co
6,13,94.4,42.8,75.6,19.2,0,7.8,100.3333333,50.33333333,89.33333333,21.66666667,0,9.666666667,126,23,68,4,0,2,122.6,52.8,111.4,13.8,0,6.6,133.6,54.4,91,19.4,0,10.6,106.4,54.4,101.2,15.2,0,8.4,123.4,54.2,101,10.6,0,6,120.8666667,53.86666667,101.2,16.13333333,0,8.533333333
6,14,94.6,58.8,97,18.2,0,9.2,102.3333333,58.33333333,99,16.66666667,0,9,31,47,84,11,0,2,108.8,39.8,90.4,12.6,0,6.6,135,51.4,86.6,17.4,0,10.4,102.4,50.4,82.2,14.4,0,7.8,106,51,96.6,11.2,0,4.8,115.4,47.2,86.4,14.8,0,8.266666667
6,15,109,66,87.4,19.8,0,8,109.6666667,64,80.33333333,14,0,7.666666667,58,81,121,12,0,9,93,37.6,78.6,12.4,0,6.6,126.4,56,100,18.2,0,10.4,93.2,49.2,75.2,15,0,7.2,89.8,53.8,102,10.4,0,5.2,104.2,47.6,84.6,15.2,0,8.066666667
6,16,126,60,89.4,19.2,0,7.2,126.3333333,68.66666667,104.6666667,16.66666667,0,8,110,57,75,6,0,3,88.4,36,72.4,13.6,0,6.6,134,61.2,99.8,17,0,11.2,97,54.8,83.4,15.8,0,7.4,84.4,55.8,91,9.6,0,4.6,106.4666667,50.66666667,85.2,15.46666667,0,8.4
6,17,120,61.6,111.2,19.2,0,7.4,136.6666667,73,134,18,0,8,64,47,90,9,0,4,88.4,31.2,71.2,15,0,5.8,141.4,58.8,93.4,17.6,0,9.6,111.8,55.6,89.6,13.6,0,8,77.8,51,87.6,8.4,0,4,113.8666667,48.53333333,84.73333333,15.4,0,7.8
6,18,127.6,52,92.8,14,0,7.6,153.3333333,56.33333333,103.6666667,12.33333333,0,8.666666667,81,44,100,7,0,3,79.6,40.2,88.4,17,0,5.4,131.6,55.2,95.2,19.2,0,9.4,123.6,59.4,97.6,13.8,0,8,68.8,55.2,94,9,0,4.2,111.6,51.6,93.73333333,16.66666667,0,7.6
6,19,118.2,51.2,107.2,16.6,0,7.2,128.6666667,54,107.3333333,16,0,6.333333333,77,60,117,6,0,5,88.8,53,106.2,19.6,0,6.4,119.2,57,94.6,22.6,0,10,137.4,66,107.4,14,0,8.8,78,57.8,100.6,8,0,4.8,115.1333333,58.66666667,102.7333333,18.73333333,0,8.4
6,20,119.8,61,109.2,17.8,0,8.6,115.6666667,60.33333333,104,16.33333333,0,9,108,57,106,8,0,4,103.6,59.6,117,20.8,0,7,121.8,58,102.4,21.4,0,9.8,146.2,66,109.2,13.8,0,8,88,53,97.6,7.2,0,3.8,123.8666667,61.2,109.5333333,18.66666667,0,8.266666667
6,21,126.4,56.8,92.4,20.2,0,8.8,112.3333333,49.33333333,76.33333333,21,0,9,92,66,107,10,0,6,114.6,64.8,126.8,20.4,0,7.2,117.6,59.8,111.2,20.2,0,9.2,133.8,66.6,106.6,14,0,8,84.4,54.8,104,8,0,4.4,122,63.73333333,114.8666667,18.2,0,8.133333333
6,22,112.6,66.4,106.2,16.6,0,10,97.33333333,54,107.6666667,14.33333333,0,7.666666667,129,54,103,9,0,7,124.6,73.8,130.6,20.2,0,8,115,67.4,116,20.2,0,10,126.4,65.6,108.8,15.6,0,7.2,97.4,56.2,106.6,8,0,5,122,68.93333333,118.4666667,18.66666667,0,8.4
6,23,137.2,55,79.2,15.4,0,6.6,107.6666667,54,102.3333333,12.66666667,0,6.333333333,128,29,75,5,0,4,142.2,74.8,127,18.6,0,8,122.2,70.6,116.2,18.8,0,11.8,117,67,108.4,15.2,0,7.4,106.8,53.2,101.6,7.6,0,5.2,127.1333333,70.8,117.2,17.53333333,0,9.066666667
6,24,104.4,64.2,82.8,18.6,0,7.2,101,66.33333333,104.3333333,17.33333333,0,8,70,39,72,9,0,6,143.6,68.4,120.8,16.6,0,7.2,138.2,66.6,109.4,16,0,10.4,114.8,67.2,119.8,15,0,7,105.4,49,92.6,8.2,0,5.4,132.2,67.4,116.6666667,15.86666667,0,8.2
6,25,117.8,68.2,114,17,0,8.8,124,58,121.3333333,16,0,10,101,37,89,8,0,5,139.2,67,113,17.4,0,7.2,126.6,57.8,90.4,15,0,9.2,113.8,70.2,127,14,0,7.8,104,45,89.2,8.2,0,5.6,126.5333333,65,110.1333333,15.46666667,0,8.066666667
6,26,129.2,65.6,96.8,17.8,0,7,122.6666667,62.66666667,105.6666667,18,0,7.333333333,90,63,121,11,0,9,137.4,67.2,106,18.2,0,7.8,105.4,54.2,79.4,17.6,0,8.6,127,63.8,119.6,11.8,0,7.4,103.6,44.4,92,8.4,0,6.2,123.2666667,61.73333333,101.6666667,15.86666667,0,7.933333333
6,27,123.4,59.2,86,15,0,7.6,115.3333333,50,93.33333333,13.33333333,0,6.666666667,163,45,104,7,0,8,138.8,65.8,88,17.6,0,8.8,94.2,50,86,17.2,0,8.4,117.8,57.6,108,9.8,0,7.2,110.4,42.6,92.2,8,0,6.4,116.9333333,57.8,94,14.86666667,0,8.133333333
6,28,106.25,68,70,17,0,7,81.66666667,48.66666667,82.66666667,15.66666667,0,6,133,39,53,12,0,5,133.8,58.4,80,16.8,0,8.4,83.6,46.2,78.4,17.2,0,7,105.6,46.6,89.6,8.4,0,6.6,111.4,44.6,87.8,9.4,0,6.6,107.6666667,50.4,82.66666667,14.13333333,0,7.333333333
6,29,112.8,44.6,88.2,15.4,0,6.4,80.33333333,49.66666667,101,13.66666667,0,7,93,30,74,7,0,3,125.6,56.8,83.8,17.2,0,8,72.4,45.8,87.2,15.6,0,7.4,82.2,39.2,72.6,9,0,5.8,116,42.8,88.2,9,0,6,93.4,47.26666667,81.2,13.93333333,0,7.066666667
6,30,86,44.6,72.8,16.2,0,6.2,84,54.33333333,86.66666667,16.66666667,0,7.666666667,63,53,115,14,0,5,118.8,60.2,96,16,0,8.6,98.2,51,94,16.8,0,8.6,64,37.6,61.8,9.8,0,5.4,108.4,46,93.4,10.2,0,6,93.66666667,49.6,83.93333333,14.2,0,7.533333333
7,1,83.4,50.2,84.2,14.6,0,6,103,61,96.33333333,14,0,7.333333333,86,38,83,6,0,7,126.2,55,95.4,15.4,0,7.6,134.6,52.8,101.8,16,0,9.4,52.4,37.2,62.8,11.6,0,5.2,107.6,41,85.8,9.2,0,5.6,104.4,48.33333333,86.66666667,14.33333333,0,7.4
7,2,111.4,52.6,97.6,16.4,0,8,141.3333333,47.33333333,96,15,0,7,93,40,54,7,0,9,112.2,54,122.8,17.4,0,6.6,141,57.2,100.2,16,0,9.6,54.8,43.4,76.4,14.8,0,5.2,93.6,40,75.8,9.2,0,5.8,102.6666667,51.53333333,99.8,16.06666667,0,7.133333333
7,3,129.4,61.6,93.8,19.8,0,7.8,139,59.66666667,105.3333333,21,0,7.333333333,131,42,87,8,0,5,109.4,62.4,129.8,19,0,7,142.2,57,107.2,15.4,0,9.2,67.4,50,82.8,17.2,0,5.4,93.2,40.6,82.6,8.4,0,5.8,106.3333333,56.46666667,106.6,17.2,0,7.2
7,4,121.4,66.6,105.8,18.8,0,9,109,68.33333333,97.33333333,19,0,8.666666667,118,33,82,11,0,4,120.4,65.2,126,18.2,0,7.4,136.6,57.8,95.4,15.4,0,9.2,83,46.4,78.8,16,0,5.2,98.2,41.2,84.2,9.2,0,6,113.3333333,56.46666667,100.0666667,16.53333333,0,7.266666667
7,5,130.4,52,82.2,15,0,8.2,114.3333333,45.66666667,61.66666667,12.66666667,0,8.333333333,77,30,97,7,0,4,127,61.4,118.2,19.2,0,6.6,114.2,58.4,94.8,14.8,0,9,83,38.6,74.2,14.4,0,5,101,36.6,80.6,7.8,0,5.8,108.0666667,52.8,95.73333333,16.13333333,0,6.866666667
7,6,107.4,52.4,81,12.6,0,7.8,85.33333333,37,55.66666667,10,0,6.333333333,65,28,91,8,0,3,116,61.8,113.8,18.2,0,7.2,89.8,58.6,78.4,13.8,0,9,77,37.6,70.8,14,0,5,96.8,34.6,82.2,8.2,0,5,94.26666667,52.66666667,87.66666667,15.33333333,0,7.066666667
7,7,111,58.2,103,15,0,7.8,80.33333333,44,95.66666667,14,0,6,57,46,100,10,0,6,120.6,61.2,100.4,17.4,0,7.8,92,49.6,62.8,12.2,0,8,76.8,34.8,53.8,13.8,0,5,89.6,35.8,91.4,8.8,0,4.4,96.46666667,48.53333333,72.33333333,14.46666667,0,6.933333333
7,8,118.4,60.8,85,16.8,0,7.8,86.66666667,61,70,17,0,8.333333333,105,40,44,7,0,6,128.4,55.2,92.2,16.6,0,8.2,88.2,47.4,45,13.2,0,7.2,73.4,34,54.8,12.8,0,5.6,84.4,35.4,82.8,8.6,0,4.6,96.66666667,45.53333333,64,14.2,0,7
7,9,130.2,50.2,81.6,13.8,0,6.4,119.3333333,43.33333333,72,13.66666667,0,6.333333333,98,51,47,9,0,7,125,54.2,82.8,17.2,0,8.2,83.8,45.4,45.8,14.6,0,7.4,85,38.4,64.8,13.2,0,5.8,80.4,39,75.8,8.2,0,5.2,97.93333333,46,64.46666667,15,0,7.133333333
7,10,113.6,57.4,99.4,17,0,7,104,47.66666667,94.33333333,18.33333333,0,5.666666667,0,0,0,0,0,0,130,55,79,15.8,0,8.4,82.6,43.2,36.8,16.8,0,7.8,95.6,43.2,77,14.4,0,5.8,81.25,41.25,70.5,8.5,0,5.5,102.7333333,47.13333333,64.26666667,15.66666667,0,7.333333333
7,11,118.6,61.6,89.6,17.6,0,7.2,91,55.66666667,89,17,0,7.333333333,169,77,72,13,0,11,147.2,62,80,17.4,0,8.2,84.8,40.4,46.2,16.4,0,7.6,100.6,51,83.2,15.6,0,6.8,107.25,53.5,65.75,9.75,0,7.5,110.8666667,51.13333333,69.8,16.46666667,0,7.533333333
7,12,113.8,53,94,18.6,0,7.6,105,58,84.66666667,18.33333333,0,9,172,44,67,10,0,9,169.2,53,66.4,15.4,0,7.2,84.2,43.2,55.4,17.4,0,8.4,114.2,47.6,94.6,12.8,0,6.6,136,53,57.5,9.75,0,8.25,122.5333333,47.93333333,72.13333333,15.2,0,7.4
7,13,109.6,46.2,90.8,15.4,0,6.6,124,44.33333333,91.66666667,13.33333333,0,6.333333333,132,44,77,10,0,6,151.6,48.8,56.8,15.8,0,6.4,92.4,42.8,56.2,16.8,0,9,106.6,50.4,104,12.8,0,6.6,142.75,54,65.75,10.5,0,8.25,116.8666667,47.33333333,72.33333333,15.13333333,0,7.333333333
7,14,91.6,48.6,73.6,16.2,0,7.6,87.33333333,53.33333333,95.66666667,13.66666667,0,8.666666667,102,45,84,10,0,5,136.8,48.4,55.2,17.8,0,6.4,91,37.8,55.2,16.2,0,8.6,105.8,52.8,104.8,13.6,0,7.4,143.75,52.5,75,10.75,0,7.75,111.2,46.33333333,71.73333333,15.86666667,0,7.466666667
7,15,114.4,46.2,61.2,16.6,0,8,124,50,74.66666667,17.33333333,0,9,110,55,98,9,0,6,126.6,46.4,44.2,19.8,0,6.4,83.4,74.8,58,14.4,0,9.2,108.8,52.2,88,14.2,0,7.8,137,53,79.6,10.4,0,7.4,106.2666667,57.8,63.4,16.13333333,0,7.8
7,16,105,42,58.2,18,0,9.4,106.6666667,36.33333333,45.66666667,15.66666667,0,8,129,53,64,8,0,5,106.8,39,40,19,0,6.6,93.2,75.6,54.6,16,0,9.4,120.6,50.4,85.8,13,0,7.8,129,48.2,78,9.4,0,6.2,106.8666667,55,60.13333333,16,0,7.933333333
7,17,113.6,92.2,65.8,17.4,0,11.2,106.3333333,115,70,14.33333333,0,10,129,41,46,7,0,6,80,41.6,39,19.6,0,6.6,96.4,76.2,54.4,15.8,0,9.4,121.2,55.6,79,14.2,0,8.4,120.4,47.6,73.8,8.8,0,5.6,99.2,57.8,57.46666667,16.53333333,0,8.133333333
7,18,147,54.6,57.2,18.8,0,9,149.6666667,55.66666667,68.33333333,15.66666667,0,8,120,35,49,10,0,5,76.4,46,43,21.2,0,7.2,99.8,81.4,69.6,15.4,0,9.4,137.6,54,62.6,14.6,0,7.8,118,45.8,68.2,8.8,0,5.4,104.6,60.46666667,58.4,17.06666667,0,8.133333333
7,19,154.8,52.4,59.4,15.4,0,7.4,148.6666667,63.33333333,69.66666667,16.66666667,0,7.333333333,92,59,116,15,0,7,83,45.8,43.6,21.4,0,7.4,113,88.8,75.2,15.8,0,10,135.6,57.2,69.6,14.4,0,7.8,116,48.6,74.6,9.8,0,5.8,110.5333333,63.93333333,62.8,17.2,0,8.4
7,20,149.2,47.8,72,14.4,0,8.2,163,49,89,13,0,7.333333333,116,55,87,10,0,5,80,47,51.2,21.2,0,7.4,122.2,54.4,81,15.8,0,9.2,145.8,66.8,74,16,0,8.6,117.2,48.6,72.4,10,0,5.6,116,56.06666667,68.73333333,17.66666667,0,8.4
7,21,132.5,55.5,56.5,19.5,0,8.75,116.3333333,57.66666667,46.33333333,19.66666667,0,9,100,52,107,13,0,7,78.6,49.2,56,21.4,0,7.4,115.4,49.8,73.8,14.2,0,8.6,152,61.6,70.6,15.2,0,7.6,111.4,48.4,81,11,0,6,115.3333333,53.53333333,66.8,16.93333333,0,7.866666667
7,22,115.5,48.25,71.75,18,0,7,107.3333333,48.33333333,71.33333333,16.33333333,0,7,118,48,95,16,0,6,79.6,57.6,73.4,22.2,0,8,101.4,42.2,66.2,13.4,0,7.4,137.8,61.8,79,15.4,0,7.4,109.2,49.8,90.8,12.8,0,6,106.2666667,53.86666667,72.86666667,17,0,7.6
7,23,114.6,50.6,68,20,0,7.6,97.66666667,45,52,16.66666667,0,6.666666667,101,38,96,12,0,4,99,58.2,73.6,20,0,8,79.8,35.2,60.4,13.8,0,6.8,127,61.2,92.6,15.8,0,7.2,105.4,50.4,100.2,13.2,0,5.8,101.9333333,51.53333333,75.53333333,16.53333333,0,7.333333333
7,24,96.6,45.8,77.6,17,0,7.2,74.33333333,37.33333333,72.66666667,14.66666667,0,5.333333333,81,57,98,20,0,5,103,57,69.4,17.4,0,8.4,62.6,35,65.2,13,0,7.2,113.2,59.8,93.8,15.4,0,7,103.2,50,96.6,14.2,0,5.4,92.93333333,50.6,76.13333333,15.26666667,0,7.533333333
7,25,88.4,46.6,90,14.2,0,6.8,59.33333333,39.33333333,79.66666667,14,0,6,86,32,50,7,0,4,102.2,57.2,71.2,15,0,8.2,63.6,35.6,68.4,12.6,0,7.6,103.2,56.8,108.4,13.2,0,6.4,97.2,45.4,89.2,13.6,0,5.2,89.66666667,49.86666667,82.66666667,13.6,0,7.4
7,26,83.2,62.2,95,17.8,0,9,65,59.66666667,85.33333333,17.33333333,0,9.666666667,0,0,0,0,0,0,97,54.4,69.8,15,0,8,65.6,44.2,82.4,13.2,0,9.2,102.2,59.8,110.2,12.8,0,7,96.5,43.75,84.75,13.75,0,4.75,88.26666667,52.8,87.46666667,13.66666667,0,8.066666667
7,27,123,52.4,85,15.4,0,8,118.3333333,54,80.66666667,15.33333333,0,9,150,21,63,12,0,10,94.6,50,63,14.8,0,7.6,87.2,54.2,94.4,14.4,0,10.6,112.4,50.8,97.4,11.8,0,6.6,104.5,37,76.75,12.75,0,5.75,98.06666667,51.66666667,84.93333333,13.66666667,0,8.266666667
7,28,112.8,58.8,84,17.2,0,10.2,113,46.33333333,66.66666667,15.66666667,0,8.666666667,151,54,93,10,0,8,79.4,45.4,63.2,15.6,0,6.8,110,63.2,104.4,15,0,12.4,104.8,49,94.2,10.4,0,6.8,117,41,76,12.25,0,6.75,98.06666667,52.53333333,87.26666667,13.66666667,0,8.666666667
7,29,124.2,50.6,76.2,13.8,0,9.6,95.33333333,54.66666667,95.33333333,14.66666667,0,8,151,47,83,11,0,7,66.6,43.4,70.2,16,0,5.6,129.4,66.4,114,16,0,12.2,109,45.8,92.6,11,0,6.4,134.5,38.5,72.25,10,0,7.25,101.6666667,51.86666667,92.26666667,14.33333333,0,8.066666667
7,30,123.2,53.8,97.2,15.4,0,9,106,63,122.6666667,17.33333333,0,9.333333333,144,54,81,12,0,7,57.2,45.6,79.6,18.4,0,5.8,136.8,70.6,118,15.2,0,13.4,102.8,41.6,91.2,10.2,0,6,149,44,80,11.25,0,8,98.93333333,52.6,96.26666667,14.6,0,8.4
7,31,111.6,59.6,85.6,15.8,0,10.2,119.3333333,59,99.33333333,14,0,8.666666667,120,40,62,13,0,7,63,45,76,17.4,0,5.6,145,69.2,118,14.8,0,12.6,87,39.8,87,11,0,6,143.2,43.2,76.4,11.6,0,7.8,98.33333333,51.33333333,93.66666667,14.4,0,8.066666667
8,1,125,56,76.2,12.2,0,11.4,111,56,73.33333333,11,0,11.66666667,111,35,88,10,0,4,62.4,47,75.6,17.2,0,5.6,139.4,71.4,121.8,14.2,0,13,78.4,45.6,98.4,11.8,0,6.4,135.4,46,81.4,11.2,0,6.6,93.4,54.66666667,98.6,14.4,0,8.333333333
8,2,119.2,52.2,82.2,13.6,0,8.8,111,54,88.66666667,12.33333333,0,7.666666667,64,37,91,10,0,4,76,54.4,76.6,17.4,0,6.6,139.8,66.4,108.6,11.8,0,11.6,90.6,46.4,91.6,12.8,0,6.8,118,42.6,81,11.2,0,5.8,102.1333333,55.73333333,92.26666667,14,0,8.333333333
8,3,109.2,55,93.2,15.2,0,9,97.66666667,55,88,15.33333333,0,9,68,46,79,14,0,4,95.6,54.4,70.8,18,0,7.2,129.6,62.4,88.4,10.4,0,12.2,95.4,45.2,77.6,12.2,0,7.2,101.4,42.4,80.2,11.8,0,5.2,106.8666667,54,78.93333333,13.53333333,0,8.866666667
8,4,110.2,53.4,72.4,13.4,0,7.4,110.6666667,45.33333333,66,12,0,7,72,59,37,16,0,7,107.6,49.6,55.4,17.4,0,7.4,121,57.8,80,10.4,0,11,102.4,45,68.6,13,0,7.4,87,43.4,71.4,12.6,0,5.2,110.3333333,50.8,68,13.6,0,8.6
8,5,110.6,53.2,64.8,14,0,8.4,88.66666667,44.33333333,51,14.33333333,0,8.666666667,109,46,78,12,0,7,111.6,49,55.6,17.6,0,7.8,113.6,48.4,67,10,0,11,112,42.6,71.6,13,0,6.8,84.8,44.6,74.6,12.4,0,5.2,112.4,46.66666667,64.73333333,13.53333333,0,8.533333333
8,6,110.2,44.8,73.6,11.8,0,6.8,91.33333333,41,76,11.66666667,0,6.666666667,106,34,73,9,0,6,113,46.8,52,16.8,0,8,100.6,40,59.2,10.6,0,10.6,107.6,43.8,72,13.8,0,6.8,83.8,44.4,71.6,12.2,0,5.6,107.0666667,43.53333333,61.06666667,13.73333333,0,8.466666667
8,7,89.4,43.4,85.2,16,0,7.8,75.66666667,44,83.33333333,17,0,8,74,38,81,9,0,5,108,42.4,52.6,16.8,0,7.6,86.2,40.6,70,12.6,0,11.4,107.2,44,74,12.8,0,6.4,85.8,44.6,69.6,12,0,5.8,100.4666667,42.33333333,65.53333333,14.06666667,0,8.466666667
8,8,90.8,47.2,86.2,15.6,0,8.2,85,40.33333333,72.33333333,13,0,7.333333333,74,38,87,7,0,4,102,42.2,58.8,16,0,7.6,87,41.6,80.4,12.2,0,10.8,107.8,42.6,75.4,13.2,0,6.2,87,43,71.2,10.6,0,5.8,98.93333333,42.13333333,71.53333333,13.8,0,8.2
8,9,100.6,52.2,82.8,15.6,0,8,86.66666667,47.33333333,85.66666667,15.66666667,0,8,70,28,75,7,0,3,97.2,47.4,61,18.4,0,8.6,90.4,40.4,77.2,12.2,0,11.2,102.8,36.4,64.4,12.8,0,5.8,86.6,36.8,78.8,8.8,0,5,96.8,41.4,67.53333333,14.46666667,0,8.533333333
8,10,114.8,59,73,13.6,0,10,104.3333333,48,51.66666667,13.33333333,0,8.666666667,59,53,106,9,0,5,103.8,49.8,58.4,18.8,0,9.2,92.2,46.6,84,11.8,0,11,87.6,34.4,53.4,12.2,0,5.6,76.6,38.2,84.4,8.2,0,4.6,94.53333333,43.6,65.26666667,14.26666667,0,8.6
8,11,127,49,56.8,13.2,0,8.2,104.3333333,35.66666667,42.66666667,11.66666667,0,8,102,41,47,11,0,6,112,50.4,57.2,20.2,0,10,101,44,72.6,10.4,0,10.6,79.6,28.2,40.8,10.4,0,5,75.8,39.6,79.2,8.6,0,4.6,97.53333333,40.86666667,56.86666667,13.66666667,0,8.533333333
8,12,106.6,49,60.8,14.4,0,7.6,85.33333333,36,48,12.33333333,0,7,100,24,53,6,0,6,118.2,54.6,63.6,20.6,0,10.4,102.8,40,57.8,9.8,0,9.6,62.8,24.6,35.6,11.4,0,4.8,81,36.8,73.6,8,0,4.8,94.6,39.73333333,52.33333333,13.93333333,0,8.266666667
8,13,96,36.2,55.8,13.2,0,6.6,78.33333333,29,45,12.66666667,0,7,53,47,90,10,0,6,124.6,61.6,60.4,21.2,0,10.8,94.2,35.6,56.2,10.4,0,8.4,55.6,28,44.6,12.4,0,4.6,76.8,38.6,74.2,8.6,0,5.2,91.46666667,41.73333333,53.73333333,14.66666667,0,7.933333333
8,14,83.6,42,66.4,15.2,0,6.2,80,42.66666667,70,15,0,6.333333333,96,51,44,11,0,6,139.6,53.2,60.4,18,0,9.6,81.2,38,68.6,12.8,0,7,51.8,28,48.4,11.4,0,4.2,82,43.2,68,9.4,0,5.8,90.86666667,39.73333333,59.13333333,14.06666667,0,6.933333333
8,15,74.4,40.4,77,15,0,5.8,75.33333333,33.33333333,56.33333333,12.66666667,0,5.333333333,109,44,35,11,0,6,124.6,50.4,57.2,19.2,0,8.8,73.8,34.2,64.4,13.4,0,6.6,46.6,28.8,49,12.2,0,4,92,41.4,53.8,9.8,0,6,81.66666667,37.8,56.86666667,14.93333333,0,6.466666667
8,16,72.2,54.8,72.2,19.2,0,7,64,40.66666667,74.66666667,15.66666667,0,5.333333333,115,43,34,11,0,7,110.4,45.4,51,19.4,0,7.2,62.2,36.8,63.8,15,0,6.2,47.8,34.4,57.6,13.8,0,4.2,94.6,41.8,51.2,9.8,0,6.2,73.46666667,38.86666667,57.46666667,16.06666667,0,5.866666667
8,17,89.75,50.75,62.5,19.75,0,8,67,47.66666667,59,20,0,8.333333333,125,23,27,12,0,6,86.6,39.8,36.8,19.8,0,6.2,57.4,38.8,69.8,14.6,0,6.8,54.4,41.8,70.8,14.4,0,4.6,99.6,41.6,46,11,0,6.2,66.13333333,40.13333333,59.13333333,16.26666667,0,5.866666667
8,18,103.8,45.8,66.8,17.2,0,7.8,81,49.66666667,61.66666667,17,0,8,90,23,23,11,0,3,65.8,30.2,33.6,19.2,0,5.2,62.8,39,65.4,15,0,6.6,60,44.4,60.6,14,0,5.2,107,36.8,32.6,11.2,0,5.6,62.86666667,37.86666667,53.2,16.06666667,0,5.666666667
8,19,96,50.2,76.6,16.6,0,9,95,51.33333333,61,16,0,9.666666667,41,30,31,11,0,5,47.2,30.8,29.4,19,0,4.8,62.4,37.4,47.6,16,0,7,72.4,45.8,62.4,15.2,0,5.6,96,32.6,30,11.2,0,5.4,60.66666667,38,46.46666667,16.73333333,0,5.8
8,20,111.4,43.2,82.2,16.8,0,6.4,115.3333333,43,62.66666667,16,0,6.333333333,72,42,64,11,0,5,45,32.6,29.2,18.8,0,4.4,55.8,39.2,49.6,17.4,0,6.8,85.2,47.4,62.4,16.6,0,6,88.6,32.2,35.8,11.2,0,5.2,62,39.73333333,47.06666667,17.6,0,5.733333333
8,21,92.4,45.8,49.8,17.4,0,7.2,95.33333333,52.33333333,39.66666667,20.66666667,0,7.333333333,77,55,69,12,0,5,46.2,39.2,34.6,19,0,5,57.8,38.4,53,17.2,0,6.8,89.2,44.4,54,16.6,0,5.8,81,34.6,42.8,11.4,0,4.8,64.4,40.66666667,47.2,17.6,0,5.866666667
8,22,84,36.4,52.8,16,0,6.4,87.66666667,31.66666667,48.33333333,17,0,5.666666667,112,61,71,11,0,7,64.4,43.6,39.8,17.6,0,5.6,54.2,41.4,57.4,18.8,0,6.4,86.4,40,48.6,16.4,0,5.4,78.4,42.2,51.6,11.2,0,5,68.33333333,41.66666667,48.6,17.6,0,5.8
8,23,73.2,40,52.2,18.2,0,6.4,54.66666667,36.33333333,53,18.33333333,0,6,141,20,47,5,0,3,83.8,60,44.4,18.6,0,7.8,54.8,49.2,66.4,18.6,0,7.6,76.6,37.8,54.2,16.4,0,5,88.6,41.6,56.4,10,0,5,71.73333333,49,55,17.86666667,0,6.8
8,24,70.6,35.6,55.8,16.6,0,4.8,49,44.33333333,67.33333333,19,0,5.666666667,42,47,97,16,0,4,112.2,68,50.4,19.4,0,8.8,72.6,52.2,79.2,16.2,0,8,67.8,46.8,56.8,17.4,0,5.6,88.8,45,69.6,11,0,4.8,84.2,55.66666667,62.13333333,17.66666667,0,7.466666667
8,25,56,45.6,53.8,16.2,0,6,62,61.66666667,58.33333333,18,0,7.666666667,71,65,78,19,0,15,133.6,71.2,58.2,18.4,0,9.4,86.8,56.4,83.2,15.8,0,9,82,48.4,58,17.2,0,5.6,88.6,49.6,72.4,12.6,0,6.8,100.8,58.66666667,66.46666667,17.13333333,0,8
8,26,83.2,36.8,52.6,16,0,5.4,114,44,57.66666667,15.33333333,0,6.333333333,137,50,50,14,0,9,147.2,73.4,60.6,17.2,0,9.6,100.6,54.8,83.6,14.8,0,8.4,86.6,46.8,56.4,15.4,0,5.2,100.6,48.6,68.6,13,0,7.6,111.4666667,58.33333333,66.86666667,15.8,0,7.733333333
8,27,70.2,32.8,48.2,14,0,5,88,37,45.33333333,13,0,6,112,37,73,9,0,4,153.6,70,57.8,17.6,0,9.2,97.8,52.8,72.8,14,0,8.8,81.4,40.6,47,13.2,0,4.6,100.6,43.8,69,12.6,0,7,110.9333333,54.46666667,59.2,14.93333333,0,7.533333333
8,28,57.8,31.4,51,13.8,0,4,65.33333333,26.33333333,37.66666667,12.66666667,0,3.333333333,62,66,73,16,0,8,131,61,56.6,19,0,7.4,93.8,45,69.6,14.2,0,7.8,72.6,35.4,40.6,12.2,0,3.8,84.8,53,74.2,14.8,0,8,99.13333333,47.13333333,55.6,15.13333333,0,6.333333333
8,29,44.2,43.4,56.6,16.4,0,6.8,31.66666667,43.33333333,47.66666667,16.33333333,0,6,142,53,72,10,0,9,105.8,66.2,62.8,22.4,0,7.4,77.4,40.6,63.8,14,0,8,62.4,28,44.6,11.2,0,2.8,104.8,54.2,69.2,13.6,0,9,81.86666667,44.93333333,57.06666667,15.86666667,0,6.066666667
8,30,75,39.8,55.4,15.8,0,5.4,68.66666667,43.66666667,68.33333333,14.33333333,0,5.333333333,135,31,21,11,0,4,102.4,72,63.8,23.8,0,7.8,73.4,37.6,60.2,12.2,0,7.4,39.6,29.2,53.2,10.8,0,2.6,117.6,47.4,57.8,12,0,6.8,71.8,46.26666667,59.06666667,15.6,0,5.933333333
8,31,77.4,46.6,53.6,14,0,7.4,81,66,70,16,0,10,57,28,37,11,0,4,107,72.2,59.4,27,0,8,68.8,36.8,57.2,12,0,8.2,37,35.2,68.4,12.4,0,3,101.6,43,55.2,11.4,0,5.8,70.93333333,48.06666667,61.66666667,17.13333333,0,6.4
